,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Match_ID,Batsman,Player_ID
9106,75,75,73,102.73,6,0,v Pakistan,Lahore,13-Apr-08,ODI # 2700,Shakib Al Hasan ,56143
9107,108,108,120,90,8,0,v Pakistan,Multan,16-Apr-08,ODI # 2702,Shakib Al Hasan ,56143
9108,5,5,5,100,1,0,v Pakistan,Karachi,19-Apr-08,ODI # 2703,Shakib Al Hasan ,56143
9109,7,7,12,58.33,1,0,v Australia,Darwin,30-Aug-08,ODI # 2758,Shakib Al Hasan ,56143
9110,19,19,43,44.18,3,0,v Australia,Darwin,3-Sep-08,ODI # 2760,Shakib Al Hasan ,56143
9111,27,27,29,93.1,5,0,v Australia,Darwin,6-Sep-08,ODI # 2762,Shakib Al Hasan ,56143
9112,5*,5,9,55.55,0,0,v New Zealand,Dhaka,9-Oct-08,ODI # 2763,Shakib Al Hasan ,56143
9113,10,10,17,58.82,1,0,v New Zealand,Dhaka,11-Oct-08,ODI # 2764,Shakib Al Hasan ,56143
9114,1,1,12,8.33,0,0,v New Zealand,Chattogram,14-Oct-08,ODI # 2765,Shakib Al Hasan ,56143
9115,51,51,77,66.23,6,0,v South Africa,Potchefstroom,7-Nov-08,ODI # 2771,Shakib Al Hasan ,56143
9116,17,17,33,51.51,0,0,v South Africa,Benoni,9-Nov-08,ODI # 2772,Shakib Al Hasan ,56143
9117,52,52,66,78.78,3,0,v Zimbabwe,Dhaka,10-Jan-09,ODI # 2790,Shakib Al Hasan ,56143
9118,92*,92,69,133.33,10,2,v Sri Lanka,Dhaka,14-Jan-09,ODI # 2793,Shakib Al Hasan ,56143
9119,9,9,16,56.25,2,0,v Sri Lanka,Dhaka,16-Jan-09,ODI # 2794,Shakib Al Hasan ,56143
9120,15,15,21,71.42,0,1,v Zimbabwe,Dhaka,19-Jan-09,ODI # 2797,Shakib Al Hasan ,56143
9121,22,22,24,91.66,3,0,v Zimbabwe,Dhaka,21-Jan-09,ODI # 2799,Shakib Al Hasan ,56143
9122,33*,33,36,91.66,4,0,v Zimbabwe,Dhaka,23-Jan-09,ODI # 2801,Shakib Al Hasan ,56143
9123,54,54,60,90,3,0,v West Indies,Roseau,26-Jul-09,ODI # 2862,Shakib Al Hasan ,56143
9124,65,65,61,106.55,2,1,v West Indies,Roseau,28-Jul-09,ODI # 2863,Shakib Al Hasan ,56143
9125,16,16,17,94.11,1,1,v West Indies,Basseterre,31-Jul-09,ODI # 2865,Shakib Al Hasan ,56143
9126,DNB,-,-,-,-,-,v Zimbabwe,Bulawayo,9-Aug-09,ODI # 2869,Shakib Al Hasan ,56143
9127,104,104,64,162.5,9,4,v Zimbabwe,Bulawayo,11-Aug-09,ODI # 2871,Shakib Al Hasan ,56143
9128,17,17,15,113.33,1,1,v Zimbabwe,Bulawayo,14-Aug-09,ODI # 2872,Shakib Al Hasan ,56143
9129,19,19,12,158.33,2,1,v Zimbabwe,Bulawayo,16-Aug-09,ODI # 2873,Shakib Al Hasan ,56143
9130,30,30,40,75,2,0,v Zimbabwe,Bulawayo,18-Aug-09,ODI # 2874,Shakib Al Hasan ,56143
9131,13,13,16,81.25,2,0,v Zimbabwe,Dhaka,27-Oct-09,ODI # 2914,Shakib Al Hasan ,56143
9132,105*,105,69,152.17,15,3,v Zimbabwe,Dhaka,29-Oct-09,ODI # 2916,Shakib Al Hasan ,56143
9133,5*,5,16,31.25,0,0,v Zimbabwe,Dhaka,31-Oct-09,ODI # 2917,Shakib Al Hasan ,56143
9134,DNB,-,-,-,-,-,v Zimbabwe,Chattogram,3-Nov-09,ODI # 2920,Shakib Al Hasan ,56143
9135,20,20,30,66.66,2,0,v Zimbabwe,Chattogram,5-Nov-09,ODI # 2922,Shakib Al Hasan ,56143
9136,1,1,7,14.28,0,0,v Sri Lanka,Dhaka,4-Jan-10,ODI # 2937,Shakib Al Hasan ,56143
9137,0,0,1,0,0,0,v India,Dhaka,7-Jan-10,ODI # 2939,Shakib Al Hasan ,56143
9138,47,47,75,62.66,1,0,v Sri Lanka,Dhaka,8-Jan-10,ODI # 2940,Shakib Al Hasan ,56143
9139,85,85,97,87.62,8,1,v India,Dhaka,11-Jan-10,ODI # 2942,Shakib Al Hasan ,56143
9140,8,8,15,53.33,0,0,v New Zealand,Napier,5-Feb-10,ODI # 2949,Shakib Al Hasan ,56143
9141,0,0,8,0,0,0,v New Zealand,Dunedin,8-Feb-10,ODI # 2951,Shakib Al Hasan ,56143
9142,36,36,48,75,3,0,v New Zealand,Christchurch,11-Feb-10,ODI # 2953,Shakib Al Hasan ,56143
9143,12,12,28,42.85,0,0,v England,Dhaka,28-Feb-10,ODI # 2964,Shakib Al Hasan ,56143
9144,14,14,13,107.69,2,0,v England,Dhaka,2-Mar-10,ODI # 2965,Shakib Al Hasan ,56143
9145,38,38,38,100,3,0,v England,Chattogram,5-Mar-10,ODI # 2968,Shakib Al Hasan ,56143
9146,7,7,7,100,1,0,v India,Dambulla,16-Jun-10,ODI # 2993,Shakib Al Hasan ,56143
9147,20,20,26,76.92,1,0,v Sri Lanka,Dambulla,18-Jun-10,ODI # 2995,Shakib Al Hasan ,56143
9148,25,25,24,104.16,3,0,v Pakistan,Dambulla,21-Jun-10,ODI # 2998,Shakib Al Hasan ,56143
9149,20,20,36,55.55,2,0,v England,Nottingham,8-Jul-10,ODI # 3018,Shakib Al Hasan ,56143
9150,1,1,3,33.33,0,0,v England,Bristol,10-Jul-10,ODI # 3025,Shakib Al Hasan ,56143
9151,6,6,19,31.57,0,0,v England,Birmingham,12-Jul-10,ODI # 3026,Shakib Al Hasan ,56143
9152,50,50,78,64.1,3,0,v Ireland,Belfast,15-Jul-10,ODI # 3027,Shakib Al Hasan ,56143
9153,33*,33,38,86.84,4,0,v Ireland,Belfast,16-Jul-10,ODI # 3028,Shakib Al Hasan ,56143
9154,15,15,20,75,0,0,v Netherlands,Glasgow,20-Jul-10,ODI # 3029,Shakib Al Hasan ,56143
9155,58,58,51,113.72,8,0,v New Zealand,Dhaka,5-Oct-10,ODI # 3051,Shakib Al Hasan ,56143
9156,13*,13,7,185.71,3,0,v New Zealand,Dhaka,11-Oct-10,ODI # 3054,Shakib Al Hasan ,56143
9157,106,106,113,93.8,11,1,v New Zealand,Dhaka,14-Oct-10,ODI # 3056,Shakib Al Hasan ,56143
9158,36,36,47,76.59,2,0,v New Zealand,Dhaka,17-Oct-10,ODI # 3058,Shakib Al Hasan ,56143
9159,63,63,65,96.92,8,0,v Zimbabwe,Dhaka,1-Dec-10,ODI # 3071,Shakib Al Hasan ,56143
9160,9*,9,7,128.57,2,0,v Zimbabwe,Dhaka,3-Dec-10,ODI # 3073,Shakib Al Hasan ,56143
9161,73,73,91,80.21,5,0,v Zimbabwe,Dhaka,6-Dec-10,ODI # 3075,Shakib Al Hasan ,56143
9162,11,11,20,55,0,0,v Zimbabwe,Chattogram,12-Dec-10,ODI # 3078,Shakib Al Hasan ,56143
9163,55,55,50,110,5,0,v India,Dhaka,19-Feb-11,ODI # 3100,Shakib Al Hasan ,56143
9164,16,16,20,80,3,0,v Ireland,Dhaka,25-Feb-11,ODI # 3108,Shakib Al Hasan ,56143
9165,8,8,16,50,1,0,v West Indies,Dhaka,4-Mar-11,ODI # 3118,Shakib Al Hasan ,56143
9166,32,32,58,55.17,1,0,v England,Chattogram,11-Mar-11,ODI # 3127,Shakib Al Hasan ,56143
9167,1,1,7,14.28,0,0,v Netherlands,Chattogram,14-Mar-11,ODI # 3131,Shakib Al Hasan ,56143
9168,30,30,49,61.22,4,0,v South Africa,Dhaka,19-Mar-11,ODI # 3138,Shakib Al Hasan ,56143
9169,51,51,90,56.66,3,0,v Australia,Dhaka,9-Apr-11,ODI # 3149,Shakib Al Hasan ,56143
9170,9,9,23,39.13,1,0,v Australia,Dhaka,11-Apr-11,ODI # 3150,Shakib Al Hasan ,56143
9171,9,9,11,81.81,0,0,v Australia,Dhaka,13-Apr-11,ODI # 3151,Shakib Al Hasan ,56143
9172,53,53,63,84.12,2,0,v Zimbabwe,Harare,12-Aug-11,ODI # 3176,Shakib Al Hasan ,56143
9173,26,26,47,55.31,0,0,v Zimbabwe,Harare,14-Aug-11,ODI # 3177,Shakib Al Hasan ,56143
9174,19,19,22,86.36,1,1,v Zimbabwe,Harare,16-Aug-11,ODI # 3179,Shakib Al Hasan ,56143
9175,39*,39,47,82.97,5,0,v Zimbabwe,Bulawayo,19-Aug-11,ODI # 3181,Shakib Al Hasan ,56143
9176,79,79,71,111.26,5,1,v Zimbabwe,Bulawayo,21-Aug-11,ODI # 3183,Shakib Al Hasan ,56143
9177,67*,67,58,115.51,2,1,v West Indies,Dhaka,13-Oct-11,ODI # 3198,Shakib Al Hasan ,56143
9178,12,12,9,133.33,3,0,v West Indies,Dhaka,15-Oct-11,ODI # 3200,Shakib Al Hasan ,56143
9179,DNB,-,-,-,-,-,v West Indies,Chattogram,18-Oct-11,ODI # 3202,Shakib Al Hasan ,56143
9180,15,15,38,39.47,0,0,v Pakistan,Dhaka,1-Dec-11,ODI # 3218,Shakib Al Hasan ,56143
9181,34,34,90,37.77,1,0,v Pakistan,Dhaka,3-Dec-11,ODI # 3220,Shakib Al Hasan ,56143
9182,9,9,17,52.94,1,0,v Pakistan,Chattogram,6-Dec-11,ODI # 3222,Shakib Al Hasan ,56143
9183,64,64,66,96.96,4,0,v Pakistan,Dhaka,11-Mar-12,ODI # 3258,Shakib Al Hasan ,56143
9184,49,49,31,158.06,5,2,v India,Dhaka,16-Mar-12,ODI # 3261,Shakib Al Hasan ,56143
9185,56,56,46,121.73,7,0,v Sri Lanka,Dhaka,20-Mar-12,ODI # 3265,Shakib Al Hasan ,56143
9186,68,68,72,94.44,7,1,v Pakistan,Dhaka,22-Mar-12,ODI # 3267,Shakib Al Hasan ,56143
9187,1,1,3,33.33,0,0,v Zimbabwe,Bulawayo,3-May-13,ODI # 3353,Shakib Al Hasan ,56143
9188,34,34,35,97.14,2,0,v Zimbabwe,Bulawayo,5-May-13,ODI # 3354,Shakib Al Hasan ,56143
9189,18,18,23,78.26,2,0,v Zimbabwe,Bulawayo,8-May-13,ODI # 3355,Shakib Al Hasan ,56143
9190,3,3,9,33.33,0,0,v Sri Lanka,Dhaka,17-Feb-14,ODI # 3469,Shakib Al Hasan ,56143
9191,24,24,23,104.34,2,1,v Sri Lanka,Dhaka,20-Feb-14,ODI # 3470,Shakib Al Hasan ,56143
9192,44*,44,16,275,6,2,v Pakistan,Dhaka,4-Mar-14,ODI # 3482,Shakib Al Hasan ,56143
9193,20,20,32,62.5,2,0,v Sri Lanka,Dhaka,6-Mar-14,ODI # 3485,Shakib Al Hasan ,56143
9194,52,52,58,89.65,4,1,v India,Dhaka,15-Jun-14,ODI # 3497,Shakib Al Hasan ,56143
9195,4,4,8,50,1,0,v India,Dhaka,17-Jun-14,ODI # 3498,Shakib Al Hasan ,56143
9196,TDNB,-,-,-,-,-,v India,Dhaka,19-Jun-14,ODI # 3499,Shakib Al Hasan ,56143
9197,101,101,99,102.02,10,0,v Zimbabwe,Chattogram,21-Nov-14,ODI # 3550,Shakib Al Hasan ,56143
9198,0,0,1,0,0,0,v Zimbabwe,Chattogram,23-Nov-14,ODI # 3552,Shakib Al Hasan ,56143
9199,40,40,33,121.21,4,0,v Zimbabwe,Dhaka,26-Nov-14,ODI # 3553,Shakib Al Hasan ,56143
9200,1,1,4,25,0,0,v Zimbabwe,Dhaka,28-Nov-14,ODI # 3555,Shakib Al Hasan ,56143
9201,0,0,8,0,0,0,v Zimbabwe,Dhaka,1-Dec-14,ODI # 3559,Shakib Al Hasan ,56143
9202,63,63,51,123.52,6,1,v Afghanistan,Canberra,18-Feb-15,ODI # 3605,Shakib Al Hasan ,56143
9203,46,46,59,77.96,4,1,v Sri Lanka,Melbourne,26-Feb-15,ODI # 3615,Shakib Al Hasan ,56143
9204,52*,52,41,126.82,5,1,v Scotland,Nelson,5-Mar-15,ODI # 3624,Shakib Al Hasan ,56143
9205,2,2,6,33.33,0,0,v England,Adelaide,9-Mar-15,ODI # 3630,Shakib Al Hasan ,56143
9206,23,23,18,127.77,3,0,v New Zealand,Hamilton,13-Mar-15,ODI # 3634,Shakib Al Hasan ,56143
9207,10,10,34,29.41,0,0,v India,Melbourne,19-Mar-15,ODI # 3641,Shakib Al Hasan ,56143
9208,31,31,27,114.81,4,0,v Pakistan,Dhaka,17-Apr-15,ODI # 3647,Shakib Al Hasan ,56143
9209,7*,7,5,140,1,0,v Pakistan,Dhaka,19-Apr-15,ODI # 3648,Shakib Al Hasan ,56143
9210,DNB,-,-,-,-,-,v Pakistan,Dhaka,22-Apr-15,ODI # 3649,Shakib Al Hasan ,56143
9211,52,52,68,76.47,3,0,v India,Dhaka,18-Jun-15,ODI # 3658,Shakib Al Hasan ,56143
9212,51*,51,62,82.25,5,0,v India,Dhaka,21-Jun-15,ODI # 3660,Shakib Al Hasan ,56143
9213,20,20,21,95.23,2,0,v India,Dhaka,24-Jun-15,ODI # 3661,Shakib Al Hasan ,56143
9214,48,48,51,94.11,5,0,v South Africa,Dhaka,10-Jul-15,ODI # 3663,Shakib Al Hasan ,56143
9215,0*,0,4,0,0,0,v South Africa,Dhaka,12-Jul-15,ODI # 3666,Shakib Al Hasan ,56143
9216,DNB,-,-,-,-,-,v South Africa,Chattogram,15-Jul-15,ODI # 3668,Shakib Al Hasan ,56143
9217,16,16,21,76.19,2,0,v Zimbabwe,Dhaka,7-Nov-15,ODI # 3703,Shakib Al Hasan ,56143
9218,48,48,40,120,3,0,v Afghanistan,Dhaka,25-Sep-16,ODI # 3781,Shakib Al Hasan ,56143
9219,17,17,21,80.95,2,0,v Afghanistan,Dhaka,28-Sep-16,ODI # 3783,Shakib Al Hasan ,56143
9220,17,17,35,48.57,1,0,v Afghanistan,Dhaka,1-Oct-16,ODI # 3786,Shakib Al Hasan ,56143
9221,79,79,55,143.63,10,1,v England,Dhaka,7-Oct-16,ODI # 3791,Shakib Al Hasan ,56143
9222,3,3,14,21.42,0,0,v England,Dhaka,9-Oct-16,ODI # 3793,Shakib Al Hasan ,56143
9223,4,4,10,40,0,0,v England,Chattogram,12-Oct-16,ODI # 3794,Shakib Al Hasan ,56143
9224,59,59,54,109.25,5,2,v New Zealand,Christchurch,26-Dec-16,ODI # 3814,Shakib Al Hasan ,56143
9225,7,7,10,70,1,0,v New Zealand,Nelson,29-Dec-16,ODI # 3815,Shakib Al Hasan ,56143
9226,18,18,35,51.42,1,0,v New Zealand,Nelson,31-Dec-16,ODI # 3816,Shakib Al Hasan ,56143
9227,72,72,71,101.4,4,1,v Sri Lanka,Dambulla,25-Mar-17,ODI # 3855,Shakib Al Hasan ,56143
9228,TDNB,-,-,-,-,-,v Sri Lanka,Dambulla,28-Mar-17,ODI # 3856,Shakib Al Hasan ,56143
9229,54,54,62,87.09,7,0,v Sri Lanka,Colombo (SSC),1-Apr-17,ODI # 3858,Shakib Al Hasan ,56143
9230,14,14,16,87.5,2,0,v Ireland,Dublin (Malahide),12-May-17,ODI # 3866,Shakib Al Hasan ,56143
9231,6,6,14,42.85,1,0,v New Zealand,Dublin,17-May-17,ODI # 3868,Shakib Al Hasan ,56143
9232,DNB,-,-,-,-,-,v Ireland,Dublin (Malahide),19-May-17,ODI # 3869,Shakib Al Hasan ,56143
9233,19,19,32,59.37,2,0,v New Zealand,Dublin,24-May-17,ODI # 3871,Shakib Al Hasan ,56143
9234,10,10,8,125,2,0,v England,The Oval,1-Jun-17,ODI # 3875,Shakib Al Hasan ,56143
9235,29,29,48,60.41,2,0,v Australia,The Oval,5-Jun-17,ODI # 3879,Shakib Al Hasan ,56143
9236,114,114,115,99.13,11,1,v New Zealand,Cardiff,9-Jun-17,ODI # 3883,Shakib Al Hasan ,56143
9237,15,15,23,65.21,1,0,v India,Birmingham,15-Jun-17,ODI # 3891,Shakib Al Hasan ,56143
9238,29,29,45,64.44,2,0,v South Africa,Kimberley,15-Oct-17,ODI # 3923,Shakib Al Hasan ,56143
9239,5,5,5,100,0,0,v South Africa,Paarl,18-Oct-17,ODI # 3925,Shakib Al Hasan ,56143
9240,63,63,82,76.82,8,0,v South Africa,East London,22-Oct-17,ODI # 3929,Shakib Al Hasan ,56143
9241,37,37,46,80.43,5,0,v Zimbabwe,Dhaka,15-Jan-18,ODI # 3952,Shakib Al Hasan ,56143
9242,67,67,63,106.34,7,0,v Sri Lanka,Dhaka,19-Jan-18,ODI # 3959,Shakib Al Hasan ,56143
9243,51,51,80,63.75,6,0,v Zimbabwe,Dhaka,23-Jan-18,ODI # 3964,Shakib Al Hasan ,56143
9244,8,8,8,100,2,0,v Sri Lanka,Dhaka,25-Jan-18,ODI # 3965,Shakib Al Hasan ,56143
9245,absent,-,-,-,-,-,v Sri Lanka,Dhaka,27-Jan-18,ODI # 3967,Shakib Al Hasan ,56143
9246,97,97,121,80.16,6,0,v West Indies,Providence,22-Jul-18,ODI # 4022,Shakib Al Hasan ,56143
9247,56,56,72,77.77,5,0,v West Indies,Providence,25-Jul-18,ODI # 4023,Shakib Al Hasan ,56143
9248,37,37,44,84.09,3,0,v West Indies,Basseterre,28-Jul-18,ODI # 4024,Shakib Al Hasan ,56143
9249,0,0,1,0,0,0,v Sri Lanka,Dubai (DSC),15-Sep-18,ODI # 4036,Shakib Al Hasan ,56143
9250,32,32,55,58.18,0,0,v Afghanistan,Abu Dhabi,20-Sep-18,ODI # 4041,Shakib Al Hasan ,56143
9251,17,17,12,141.66,3,0,v India,Dubai (DSC),21-Sep-18,ODI # 4042,Shakib Al Hasan ,56143
9252,0,0,2,0,0,0,v Afghanistan,Abu Dhabi,23-Sep-18,ODI # 4045,Shakib Al Hasan ,56143
9253,30,30,26,115.38,4,0,v West Indies,Dhaka,9-Dec-18,ODI # 4071,Shakib Al Hasan ,56143
9254,65,65,62,104.83,6,1,v West Indies,Dhaka,11-Dec-18,ODI # 4072,Shakib Al Hasan ,56143
9255,DNB,-,-,-,-,-,v West Indies,Sylhet,14-Dec-18,ODI # 4073,Shakib Al Hasan ,56143
9256,61*,61,61,100,3,2,v West Indies,Dublin,7-May-19,ODI # 4129,Shakib Al Hasan ,56143
9257,29,29,35,82.85,3,0,v West Indies,Dublin (Malahide),13-May-19,ODI # 4134,Shakib Al Hasan ,56143
9258,50*,50,51,98.03,4,0,v Ireland,Dublin,15-May-19,ODI # 4136,Shakib Al Hasan ,56143
9259,1,1,10,10,0,0,v Zimbabwe,Chittagong,23-Nov-01,ODI # 1773,Mashrafe Mortaza ,56007
9260,1,1,2,50,0,0,v Zimbabwe,Dhaka,25-Nov-01,ODI # 1774,Mashrafe Mortaza ,56007
9261,18,18,21,85.71,1,0,v Zimbabwe,Dhaka,26-Nov-01,ODI # 1775,Mashrafe Mortaza ,56007
9262,0,0,2,0,0,0,v Canada,Durban,11-Feb-03,ODI # 1946,Mashrafe Mortaza ,56007
9263,28,28,23,121.73,4,1,v Sri Lanka,Pietermaritzburg,14-Feb-03,ODI # 1950,Mashrafe Mortaza ,56007
9264,0,0,2,0,0,0,v Australia,Cairns,2-Aug-03,ODI # 2038,Mashrafe Mortaza ,56007
9265,2,2,7,28.57,0,0,v Australia,Darwin,6-Aug-03,ODI # 2040,Mashrafe Mortaza ,56007
9266,8,8,12,66.66,1,0,v Pakistan,Multan,9-Sep-03,ODI # 2041,Mashrafe Mortaza ,56007
9267,1,1,5,20,0,0,v Pakistan,Faisalabad,12-Sep-03,ODI # 2042,Mashrafe Mortaza ,56007
9268,6,6,7,85.71,0,0,v Pakistan,Lahore,15-Sep-03,ODI # 2043,Mashrafe Mortaza ,56007
9269,6*,6,2,300,1,0,v Pakistan,Rawalpindi,18-Sep-03,ODI # 2044,Mashrafe Mortaza ,56007
9270,1*,1,1,100,0,0,v Pakistan,Karachi,21-Sep-03,ODI # 2045,Mashrafe Mortaza ,56007
9271,31*,31,39,79.48,3,1,v India,Dhaka,26-Dec-04,ODI # 2201,Mashrafe Mortaza ,56007
9272,39,39,20,195,3,3,v India,Dhaka,27-Dec-04,ODI # 2202,Mashrafe Mortaza ,56007
9273,17,17,16,106.25,1,0,v Zimbabwe,Chittagong,24-Jan-05,ODI # 2210,Mashrafe Mortaza ,56007
9274,21,21,21,100,1,1,v Zimbabwe,Chittagong,26-Jan-05,ODI # 2211,Mashrafe Mortaza ,56007
9275,8,8,5,160,1,0,v Zimbabwe,Dhaka,29-Jan-05,ODI # 2214,Mashrafe Mortaza ,56007
9276,DNB,-,-,-,-,-,v Zimbabwe,Dhaka,31-Jan-05,ODI # 2217,Mashrafe Mortaza ,56007
9277,29*,29,24,120.83,4,0,v England,The Oval,16-Jun-05,ODI # 2249,Mashrafe Mortaza ,56007
9278,DNB,-,-,-,-,-,v Australia,Cardiff,18-Jun-05,ODI # 2250,Mashrafe Mortaza ,56007
9279,0,0,8,0,0,0,v England,Nottingham,21-Jun-05,ODI # 2252,Mashrafe Mortaza ,56007
9280,0,0,3,0,0,0,v Australia,Manchester,25-Jun-05,ODI # 2254,Mashrafe Mortaza ,56007
9281,1,1,3,33.33,0,0,v England,Leeds,26-Jun-05,ODI # 2255,Mashrafe Mortaza ,56007
9282,DNB,-,-,-,-,-,v Australia,Canterbury,30-Jun-05,ODI # 2257,Mashrafe Mortaza ,56007
9283,6,6,16,37.5,0,0,v Sri Lanka,Bogra,20-Feb-06,ODI # 2334,Mashrafe Mortaza ,56007
9284,DNB,-,-,-,-,-,v Sri Lanka,Bogra,22-Feb-06,ODI # 2336,Mashrafe Mortaza ,56007
9285,19,19,7,271.42,1,2,v Sri Lanka,Chattogram,25-Feb-06,ODI # 2338,Mashrafe Mortaza ,56007
9286,44*,44,16,275,5,3,v Kenya,Bogra,17-Mar-06,ODI # 2350,Mashrafe Mortaza ,56007
9287,DNB,-,-,-,-,-,v Kenya,Khulna,20-Mar-06,ODI # 2353,Mashrafe Mortaza ,56007
9288,2,2,3,66.66,0,0,v Kenya,Fatullah,23-Mar-06,ODI # 2355,Mashrafe Mortaza ,56007
9289,DNB,-,-,-,-,-,v Kenya,Fatullah,25-Mar-06,ODI # 2356,Mashrafe Mortaza ,56007
9290,1,1,3,33.33,0,0,v Australia,Chattogram,23-Apr-06,ODI # 2365,Mashrafe Mortaza ,56007
9291,15,15,19,78.94,1,0,v Australia,Fatullah,26-Apr-06,ODI # 2366,Mashrafe Mortaza ,56007
9292,2,2,8,25,0,0,v Australia,Fatullah,28-Apr-06,ODI # 2367,Mashrafe Mortaza ,56007
9293,7*,7,3,233.33,1,0,v Zimbabwe,Harare,29-Jul-06,ODI # 2392,Mashrafe Mortaza ,56007
9294,14,14,11,127.27,1,0,v Zimbabwe,Harare,30-Jul-06,ODI # 2393,Mashrafe Mortaza ,56007
9295,2,2,6,33.33,0,0,v Zimbabwe,Harare,2-Aug-06,ODI # 2394,Mashrafe Mortaza ,56007
9296,23,23,28,82.14,3,0,v Zimbabwe,Harare,4-Aug-06,ODI # 2395,Mashrafe Mortaza ,56007
9297,DNB,-,-,-,-,-,v Kenya,Nairobi (Gym),12-Aug-06,ODI # 2402,Mashrafe Mortaza ,56007
9298,43*,43,53,81.13,6,0,v Kenya,Nairobi (Gym),13-Aug-06,ODI # 2403,Mashrafe Mortaza ,56007
9299,DNB,-,-,-,-,-,v Kenya,Nairobi (Gym),15-Aug-06,ODI # 2404,Mashrafe Mortaza ,56007
9300,30,30,24,125,3,1,v Sri Lanka,Mohali,7-Oct-06,ODI # 2423,Mashrafe Mortaza ,56007
9301,7,7,11,63.63,0,0,v West Indies,Jaipur,11-Oct-06,ODI # 2426,Mashrafe Mortaza ,56007
9302,6,6,5,120,0,0,v Zimbabwe,Jaipur,13-Oct-06,ODI # 2427,Mashrafe Mortaza ,56007
9303,DNB,-,-,-,-,-,v Zimbabwe,Khulna,30-Nov-06,ODI # 2453,Mashrafe Mortaza ,56007
9304,DNB,-,-,-,-,-,v Zimbabwe,Bogra,3-Dec-06,ODI # 2457,Mashrafe Mortaza ,56007
9305,23*,23,20,115,0,2,v Zimbabwe,Bogra,5-Dec-06,ODI # 2459,Mashrafe Mortaza ,56007
9306,DNB,-,-,-,-,-,v Zimbabwe,Dhaka,8-Dec-06,ODI # 2461,Mashrafe Mortaza ,56007
9307,0,0,6,0,0,0,v Zimbabwe,Dhaka,9-Dec-06,ODI # 2462,Mashrafe Mortaza ,56007
9308,DNB,-,-,-,-,-,v Scotland,Chattogram,15-Dec-06,ODI # 2465,Mashrafe Mortaza ,56007
9309,51*,51,27,188.88,2,5,v Scotland,Dhaka,17-Dec-06,ODI # 2467,Mashrafe Mortaza ,56007
9310,1,1,2,50,0,0,v Zimbabwe,Harare,4-Feb-07,ODI # 2505,Mashrafe Mortaza ,56007
9311,2,2,10,20,0,0,v Zimbabwe,Harare,6-Feb-07,ODI # 2511,Mashrafe Mortaza ,56007
9312,29,29,24,120.83,1,2,v Zimbabwe,Harare,9-Feb-07,ODI # 2516,Mashrafe Mortaza ,56007
9313,11,11,11,100,2,0,v Zimbabwe,Harare,10-Feb-07,ODI # 2518,Mashrafe Mortaza ,56007
9314,DNB,-,-,-,-,-,v Canada,St John's,28-Feb-07,ODI # 2530,Mashrafe Mortaza ,56007
9315,DNB,-,-,-,-,-,v India,Port of Spain,17-Mar-07,ODI # 2538,Mashrafe Mortaza ,56007
9316,7,7,14,50,0,1,v Sri Lanka,Port of Spain,21-Mar-07,ODI # 2546,Mashrafe Mortaza ,56007
9317,DNB,-,-,-,-,-,v Bermuda,Port of Spain,25-Mar-07,ODI # 2554,Mashrafe Mortaza ,56007
9318,25*,25,17,147.05,2,1,v Australia,North Sound,31-Mar-07,ODI # 2559,Mashrafe Mortaza ,56007
9319,2,2,16,12.5,0,0,v New Zealand,North Sound,2-Apr-07,ODI # 2561,Mashrafe Mortaza ,56007
9320,25,25,16,156.25,3,1,v South Africa,Providence,7-Apr-07,ODI # 2564,Mashrafe Mortaza ,56007
9321,13,13,43,30.23,0,0,v England,Bridgetown,11-Apr-07,ODI # 2568,Mashrafe Mortaza ,56007
9322,0,0,3,0,0,0,v Ireland,Bridgetown,15-Apr-07,ODI # 2572,Mashrafe Mortaza ,56007
9323,37,37,51,72.54,4,0,v West Indies,Bridgetown,19-Apr-07,ODI # 2576,Mashrafe Mortaza ,56007
9324,42,42,22,190.9,1,5,v India,Dhaka,12-May-07,ODI # 2583,Mashrafe Mortaza ,56007
9325,13,13,16,81.25,0,0,v Africa XI,Bengaluru,6-Jun-07,ODI # 2587,Mashrafe Mortaza ,56007
9326,1,1,4,25,0,0,v Africa XI,Chennai,10-Jun-07,ODI # 2589,Mashrafe Mortaza ,56007
9327,6,6,12,50,0,0,v Sri Lanka,Colombo (PSS),20-Jul-07,ODI # 2605,Mashrafe Mortaza ,56007
9328,17,17,30,56.66,2,0,v New Zealand,Auckland,26-Dec-07,ODI # 2658,Mashrafe Mortaza ,56007
9329,DNB,-,-,-,-,-,v New Zealand,Napier,28-Dec-07,ODI # 2659,Mashrafe Mortaza ,56007
9330,2,2,13,15.38,0,0,v New Zealand,Queenstown,31-Dec-07,ODI # 2660,Mashrafe Mortaza ,56007
9331,20,20,35,57.14,1,0,v South Africa,Dhaka,12-Mar-08,ODI # 2691,Mashrafe Mortaza ,56007
9332,5,5,25,20,0,0,v South Africa,Dhaka,14-Mar-08,ODI # 2692,Mashrafe Mortaza ,56007
9333,DNB,-,-,-,-,-,v Ireland,Dhaka,18-Mar-08,ODI # 2693,Mashrafe Mortaza ,56007
9334,26,26,15,173.33,3,1,v Ireland,Dhaka,20-Mar-08,ODI # 2694,Mashrafe Mortaza ,56007
9335,16,16,7,228.57,1,1,v Ireland,Dhaka,22-Mar-08,ODI # 2695,Mashrafe Mortaza ,56007
