"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"8811","-","-","-","-","-","-","-","v West Indies","Dhaka","11 Dec 2018","ODI # 4072","Mushfiqur Rahim ",56029
"8812","-","-","-","-","-","-","-","v West Indies","Sylhet","14 Dec 2018","ODI # 4073","Mushfiqur Rahim ",56029
"8813","-","-","-","-","-","-","-","v New Zealand","Napier","13 Feb 2019","ODI # 4093","Mushfiqur Rahim ",56029
"8814","-","-","-","-","-","-","-","v New Zealand","Christchurch","16 Feb 2019","ODI # 4094","Mushfiqur Rahim ",56029
"8815","-","-","-","-","-","-","-","v New Zealand","Dunedin","20 Feb 2019","ODI # 4095","Mushfiqur Rahim ",56029
"8816","-","-","-","-","-","-","-","v West Indies","Dublin","7 May 2019","ODI # 4129","Mushfiqur Rahim ",56029
"8817","-","-","-","-","-","-","-","v West Indies","Dublin (Malahide)","13 May 2019","ODI # 4134","Mushfiqur Rahim ",56029
"8818","-","-","-","-","-","-","-","v Ireland","Dublin","15 May 2019","ODI # 4136","Mushfiqur Rahim ",56029
"8819","-","-","-","-","-","-","-","v West Indies","Dublin (Malahide)","17 May 2019","ODI # 4137","Mushfiqur Rahim ",56029
"8820","-","-","-","-","-","-","-","v India","Dhaka","18 Jun 2015","ODI # 3658","Liton Das",536936
"8821","-","-","-","-","-","-","-","v India","Dhaka","21 Jun 2015","ODI # 3660","Liton Das",536936
"8822","-","-","-","-","-","-","-","v India","Dhaka","24 Jun 2015","ODI # 3661","Liton Das",536936
"8823","-","-","-","-","-","-","-","v South Africa","Dhaka","10 Jul 2015","ODI # 3663","Liton Das",536936
"8824","-","-","-","-","-","-","-","v South Africa","Dhaka","12 Jul 2015","ODI # 3666","Liton Das",536936
"8825","-","-","-","-","-","-","-","v South Africa","Chattogram","15 Jul 2015","ODI # 3668","Liton Das",536936
"8826","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","7 Nov 2015","ODI # 3703","Liton Das",536936
"8827","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","9 Nov 2015","ODI # 3705","Liton Das",536936
"8828","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","11 Nov 2015","ODI # 3706","Liton Das",536936
"8829","-","-","-","-","-","-","-","v South Africa","Kimberley","15 Oct 2017","ODI # 3923","Liton Das",536936
"8830","-","-","-","-","-","-","-","v South Africa","Paarl","18 Oct 2017","ODI # 3925","Liton Das",536936
"8831","-","-","-","-","-","-","-","v South Africa","East London","22 Oct 2017","ODI # 3929","Liton Das",536936
"8832","-","-","-","-","-","-","-","v Sri Lanka","Dubai (DSC)","15 Sep 2018","ODI # 4036","Liton Das",536936
"8833","-","-","-","-","-","-","-","v Afghanistan","Abu Dhabi","20 Sep 2018","ODI # 4041","Liton Das",536936
"8834","-","-","-","-","-","-","-","v India","Dubai (DSC)","21 Sep 2018","ODI # 4042","Liton Das",536936
"8835","-","-","-","-","-","-","-","v Afghanistan","Abu Dhabi","23 Sep 2018","ODI # 4045","Liton Das",536936
"8836","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","26 Sep 2018","ODI # 4047","Liton Das",536936
"8837","-","-","-","-","-","-","-","v India","Dubai (DSC)","28 Sep 2018","ODI # 4048","Liton Das",536936
"8838","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","21 Oct 2018","ODI # 4057","Liton Das",536936
"8839","-","-","-","-","-","-","-","v Zimbabwe","Chattogram","24 Oct 2018","ODI # 4060","Liton Das",536936
"8840","-","-","-","-","-","-","-","v Zimbabwe","Chattogram","26 Oct 2018","ODI # 4061","Liton Das",536936
"8841","-","-","-","-","-","-","-","v West Indies","Dhaka","9 Dec 2018","ODI # 4071","Liton Das",536936
"8842","-","-","-","-","-","-","-","v West Indies","Dhaka","11 Dec 2018","ODI # 4072","Liton Das",536936
"8843","-","-","-","-","-","-","-","v West Indies","Sylhet","14 Dec 2018","ODI # 4073","Liton Das",536936
"8844","-","-","-","-","-","-","-","v New Zealand","Napier","13 Feb 2019","ODI # 4093","Liton Das",536936
"8845","-","-","-","-","-","-","-","v New Zealand","Christchurch","16 Feb 2019","ODI # 4094","Liton Das",536936
"8846","-","-","-","-","-","-","-","v New Zealand","Dunedin","20 Feb 2019","ODI # 4095","Liton Das",536936
"8847","-","-","-","-","-","-","-","v Ireland","Dublin","15 May 2019","ODI # 4136","Liton Das",536936
"8848","-","-","-","-","-","-","-","v Zimbabwe","Harare","9 Feb 2007","ODI # 2516","Tamim Iqbal",56194
"8849","-","-","-","-","-","-","-","v Zimbabwe","Harare","10 Feb 2007","ODI # 2518","Tamim Iqbal",56194
"8850","-","-","-","-","-","-","-","v Bermuda","St John's","25 Feb 2007","ODI # 2528","Tamim Iqbal",56194
"8851","-","-","-","-","-","-","-","v Canada","St John's","28 Feb 2007","ODI # 2530","Tamim Iqbal",56194
"8852","-","-","-","-","-","-","-","v India","Port of Spain","17 Mar 2007","ODI # 2538","Tamim Iqbal",56194
"8853","-","-","-","-","-","-","-","v Sri Lanka","Port of Spain","21 Mar 2007","ODI # 2546","Tamim Iqbal",56194
"8854","-","-","-","-","-","-","-","v Bermuda","Port of Spain","25 Mar 2007","ODI # 2554","Tamim Iqbal",56194
"8855","-","-","-","-","-","-","-","v Australia","North Sound","31 Mar 2007","ODI # 2559","Tamim Iqbal",56194
"8856","-","-","-","-","-","-","-","v New Zealand","North Sound","2 Apr 2007","ODI # 2561","Tamim Iqbal",56194
"8857","-","-","-","-","-","-","-","v South Africa","Providence","7 Apr 2007","ODI # 2564","Tamim Iqbal",56194
"8858","-","-","-","-","-","-","-","v England","Bridgetown","11 Apr 2007","ODI # 2568","Tamim Iqbal",56194
"8859","-","-","-","-","-","-","-","v Ireland","Bridgetown","15 Apr 2007","ODI # 2572","Tamim Iqbal",56194
"8860","-","-","-","-","-","-","-","v West Indies","Bridgetown","19 Apr 2007","ODI # 2576","Tamim Iqbal",56194
"8861","-","-","-","-","-","-","-","v India","Dhaka","10 May 2007","ODI # 2582","Tamim Iqbal",56194
"8862","-","-","-","-","-","-","-","v India","Dhaka","12 May 2007","ODI # 2583","Tamim Iqbal",56194
"8863","-","-","-","-","-","-","-","v Sri Lanka","Colombo (PSS)","20 Jul 2007","ODI # 2605","Tamim Iqbal",56194
"8864","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","23 Jul 2007","ODI # 2606","Tamim Iqbal",56194
"8865","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","25 Jul 2007","ODI # 2607","Tamim Iqbal",56194
"8866","-","-","-","-","-","-","-","v New Zealand","Auckland","26 Dec 2007","ODI # 2658","Tamim Iqbal",56194
"8867","-","-","-","-","-","-","-","v New Zealand","Napier","28 Dec 2007","ODI # 2659","Tamim Iqbal",56194
"8868","-","-","-","-","-","-","-","v New Zealand","Queenstown","31 Dec 2007","ODI # 2660","Tamim Iqbal",56194
"8869","-","-","-","-","-","-","-","v South Africa","Chattogram","9 Mar 2008","ODI # 2690","Tamim Iqbal",56194
"8870","0.1","0","6","0","36.00","-","-","v South Africa","Dhaka","12 Mar 2008","ODI # 2691","Tamim Iqbal",56194
"8871","-","-","-","-","-","-","-","v South Africa","Dhaka","14 Mar 2008","ODI # 2692","Tamim Iqbal",56194
"8872","-","-","-","-","-","-","-","v Ireland","Dhaka","18 Mar 2008","ODI # 2693","Tamim Iqbal",56194
"8873","-","-","-","-","-","-","-","v Ireland","Dhaka","20 Mar 2008","ODI # 2694","Tamim Iqbal",56194
"8874","-","-","-","-","-","-","-","v Ireland","Dhaka","22 Mar 2008","ODI # 2695","Tamim Iqbal",56194
"8875","-","-","-","-","-","-","-","v Pakistan","Lahore","8 Apr 2008","ODI # 2696","Tamim Iqbal",56194
"8876","-","-","-","-","-","-","-","v Pakistan","Faisalabad","11 Apr 2008","ODI # 2698","Tamim Iqbal",56194
"8877","-","-","-","-","-","-","-","v Pakistan","Lahore","13 Apr 2008","ODI # 2700","Tamim Iqbal",56194
"8878","-","-","-","-","-","-","-","v Pakistan","Multan","16 Apr 2008","ODI # 2702","Tamim Iqbal",56194
"8879","-","-","-","-","-","-","-","v Pakistan","Karachi","19 Apr 2008","ODI # 2703","Tamim Iqbal",56194
"8880","-","-","-","-","-","-","-","v Pakistan","Dhaka","8 Jun 2008","ODI # 2704","Tamim Iqbal",56194
"8881","-","-","-","-","-","-","-","v India","Dhaka","12 Jun 2008","ODI # 2706","Tamim Iqbal",56194
"8882","-","-","-","-","-","-","-","v U.A.E.","Lahore","24 Jun 2008","ODI # 2711","Tamim Iqbal",56194
"8883","-","-","-","-","-","-","-","v Sri Lanka","Lahore","25 Jun 2008","ODI # 2715","Tamim Iqbal",56194
"8884","-","-","-","-","-","-","-","v India","Karachi","28 Jun 2008","ODI # 2721","Tamim Iqbal",56194
"8885","-","-","-","-","-","-","-","v Sri Lanka","Karachi","30 Jun 2008","ODI # 2726","Tamim Iqbal",56194
"8886","-","-","-","-","-","-","-","v Pakistan","Karachi","4 Jul 2008","ODI # 2733","Tamim Iqbal",56194
"8887","-","-","-","-","-","-","-","v Australia","Darwin","30 Aug 2008","ODI # 2758","Tamim Iqbal",56194
"8888","-","-","-","-","-","-","-","v Australia","Darwin","3 Sep 2008","ODI # 2760","Tamim Iqbal",56194
"8889","-","-","-","-","-","-","-","v Australia","Darwin","6 Sep 2008","ODI # 2762","Tamim Iqbal",56194
"8890","-","-","-","-","-","-","-","v New Zealand","Dhaka","9 Oct 2008","ODI # 2763","Tamim Iqbal",56194
"8891","-","-","-","-","-","-","-","v New Zealand","Dhaka","11 Oct 2008","ODI # 2764","Tamim Iqbal",56194
"8892","-","-","-","-","-","-","-","v New Zealand","Chattogram","14 Oct 2008","ODI # 2765","Tamim Iqbal",56194
"8893","-","-","-","-","-","-","-","v South Africa","Potchefstroom","7 Nov 2008","ODI # 2771","Tamim Iqbal",56194
"8894","-","-","-","-","-","-","-","v South Africa","Benoni","9 Nov 2008","ODI # 2772","Tamim Iqbal",56194
"8895","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","10 Jan 2009","ODI # 2790","Tamim Iqbal",56194
"8896","-","-","-","-","-","-","-","v Sri Lanka","Dhaka","14 Jan 2009","ODI # 2793","Tamim Iqbal",56194
"8897","-","-","-","-","-","-","-","v Sri Lanka","Dhaka","16 Jan 2009","ODI # 2794","Tamim Iqbal",56194
"8898","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","19 Jan 2009","ODI # 2797","Tamim Iqbal",56194
"8899","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","21 Jan 2009","ODI # 2799","Tamim Iqbal",56194
"8900","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","23 Jan 2009","ODI # 2801","Tamim Iqbal",56194
"8901","-","-","-","-","-","-","-","v West Indies","Roseau","26 Jul 2009","ODI # 2862","Tamim Iqbal",56194
"8902","-","-","-","-","-","-","-","v West Indies","Roseau","28 Jul 2009","ODI # 2863","Tamim Iqbal",56194
"8903","-","-","-","-","-","-","-","v West Indies","Basseterre","31 Jul 2009","ODI # 2865","Tamim Iqbal",56194
"8904","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","9 Aug 2009","ODI # 2869","Tamim Iqbal",56194
"8905","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","11 Aug 2009","ODI # 2871","Tamim Iqbal",56194
"8906","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","14 Aug 2009","ODI # 2872","Tamim Iqbal",56194
"8907","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","16 Aug 2009","ODI # 2873","Tamim Iqbal",56194
"8908","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","18 Aug 2009","ODI # 2874","Tamim Iqbal",56194
"8909","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","27 Oct 2009","ODI # 2914","Tamim Iqbal",56194
"8910","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","29 Oct 2009","ODI # 2916","Tamim Iqbal",56194
"8911","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","31 Oct 2009","ODI # 2917","Tamim Iqbal",56194
"8912","-","-","-","-","-","-","-","v Zimbabwe","Chattogram","3 Nov 2009","ODI # 2920","Tamim Iqbal",56194
"8913","-","-","-","-","-","-","-","v Zimbabwe","Chattogram","5 Nov 2009","ODI # 2922","Tamim Iqbal",56194
"8914","-","-","-","-","-","-","-","v Sri Lanka","Dhaka","4 Jan 2010","ODI # 2937","Tamim Iqbal",56194
"8915","-","-","-","-","-","-","-","v India","Dhaka","7 Jan 2010","ODI # 2939","Tamim Iqbal",56194
"8916","0.5","0","7","0","8.40","-","-","v Sri Lanka","Dhaka","8 Jan 2010","ODI # 2940","Tamim Iqbal",56194
"8917","-","-","-","-","-","-","-","v India","Dhaka","11 Jan 2010","ODI # 2942","Tamim Iqbal",56194
"8918","-","-","-","-","-","-","-","v New Zealand","Napier","5 Feb 2010","ODI # 2949","Tamim Iqbal",56194
"8919","-","-","-","-","-","-","-","v New Zealand","Dunedin","8 Feb 2010","ODI # 2951","Tamim Iqbal",56194
"8920","-","-","-","-","-","-","-","v New Zealand","Christchurch","11 Feb 2010","ODI # 2953","Tamim Iqbal",56194
"8921","-","-","-","-","-","-","-","v England","Dhaka","28 Feb 2010","ODI # 2964","Tamim Iqbal",56194
"8922","-","-","-","-","-","-","-","v England","Dhaka","2 Mar 2010","ODI # 2965","Tamim Iqbal",56194
"8923","-","-","-","-","-","-","-","v England","Chattogram","5 Mar 2010","ODI # 2968","Tamim Iqbal",56194
"8924","-","-","-","-","-","-","-","v India","Dambulla","16 Jun 2010","ODI # 2993","Tamim Iqbal",56194
"8925","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","18 Jun 2010","ODI # 2995","Tamim Iqbal",56194
"8926","-","-","-","-","-","-","-","v Pakistan","Dambulla","21 Jun 2010","ODI # 2998","Tamim Iqbal",56194
"8927","-","-","-","-","-","-","-","v England","Nottingham","8 Jul 2010","ODI # 3018","Tamim Iqbal",56194
"8928","-","-","-","-","-","-","-","v England","Bristol","10 Jul 2010","ODI # 3025","Tamim Iqbal",56194
"8929","-","-","-","-","-","-","-","v England","Birmingham","12 Jul 2010","ODI # 3026","Tamim Iqbal",56194
"8930","-","-","-","-","-","-","-","v Ireland","Belfast","15 Jul 2010","ODI # 3027","Tamim Iqbal",56194
"8931","-","-","-","-","-","-","-","v Ireland","Belfast","16 Jul 2010","ODI # 3028","Tamim Iqbal",56194
"8932","-","-","-","-","-","-","-","v Netherlands","Glasgow","20 Jul 2010","ODI # 3029","Tamim Iqbal",56194
"8933","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","1 Dec 2010","ODI # 3071","Tamim Iqbal",56194
"8934","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","3 Dec 2010","ODI # 3073","Tamim Iqbal",56194
"8935","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","6 Dec 2010","ODI # 3075","Tamim Iqbal",56194
"8936","-","-","-","-","-","-","-","v Zimbabwe","Chattogram","12 Dec 2010","ODI # 3078","Tamim Iqbal",56194
"8937","-","-","-","-","-","-","-","v India","Dhaka","19 Feb 2011","ODI # 3100","Tamim Iqbal",56194
"8938","-","-","-","-","-","-","-","v Ireland","Dhaka","25 Feb 2011","ODI # 3108","Tamim Iqbal",56194
"8939","-","-","-","-","-","-","-","v West Indies","Dhaka","4 Mar 2011","ODI # 3118","Tamim Iqbal",56194
"8940","-","-","-","-","-","-","-","v England","Chattogram","11 Mar 2011","ODI # 3127","Tamim Iqbal",56194
"8941","-","-","-","-","-","-","-","v Netherlands","Chattogram","14 Mar 2011","ODI # 3131","Tamim Iqbal",56194
"8942","-","-","-","-","-","-","-","v South Africa","Dhaka","19 Mar 2011","ODI # 3138","Tamim Iqbal",56194
"8943","-","-","-","-","-","-","-","v Australia","Dhaka","9 Apr 2011","ODI # 3149","Tamim Iqbal",56194
"8944","-","-","-","-","-","-","-","v Australia","Dhaka","11 Apr 2011","ODI # 3150","Tamim Iqbal",56194
"8945","-","-","-","-","-","-","-","v Australia","Dhaka","13 Apr 2011","ODI # 3151","Tamim Iqbal",56194
"8946","-","-","-","-","-","-","-","v Zimbabwe","Harare","12 Aug 2011","ODI # 3176","Tamim Iqbal",56194
"8947","-","-","-","-","-","-","-","v Zimbabwe","Harare","14 Aug 2011","ODI # 3177","Tamim Iqbal",56194
"8948","-","-","-","-","-","-","-","v Zimbabwe","Harare","16 Aug 2011","ODI # 3179","Tamim Iqbal",56194
"8949","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","19 Aug 2011","ODI # 3181","Tamim Iqbal",56194
"8950","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","21 Aug 2011","ODI # 3183","Tamim Iqbal",56194
"8951","-","-","-","-","-","-","-","v West Indies","Dhaka","13 Oct 2011","ODI # 3198","Tamim Iqbal",56194
"8952","-","-","-","-","-","-","-","v West Indies","Dhaka","15 Oct 2011","ODI # 3200","Tamim Iqbal",56194
"8953","-","-","-","-","-","-","-","v West Indies","Chattogram","18 Oct 2011","ODI # 3202","Tamim Iqbal",56194
"8954","-","-","-","-","-","-","-","v Pakistan","Dhaka","1 Dec 2011","ODI # 3218","Tamim Iqbal",56194
"8955","-","-","-","-","-","-","-","v Pakistan","Dhaka","3 Dec 2011","ODI # 3220","Tamim Iqbal",56194
"8956","-","-","-","-","-","-","-","v Pakistan","Chattogram","6 Dec 2011","ODI # 3222","Tamim Iqbal",56194
"8957","-","-","-","-","-","-","-","v Pakistan","Dhaka","11 Mar 2012","ODI # 3258","Tamim Iqbal",56194
"8958","-","-","-","-","-","-","-","v India","Dhaka","16 Mar 2012","ODI # 3261","Tamim Iqbal",56194
"8959","-","-","-","-","-","-","-","v Sri Lanka","Dhaka","20 Mar 2012","ODI # 3265","Tamim Iqbal",56194
"8960","-","-","-","-","-","-","-","v Pakistan","Dhaka","22 Mar 2012","ODI # 3267","Tamim Iqbal",56194
"8961","-","-","-","-","-","-","-","v West Indies","Khulna","30 Nov 2012","ODI # 3309","Tamim Iqbal",56194
"8962","-","-","-","-","-","-","-","v West Indies","Khulna","2 Dec 2012","ODI # 3310","Tamim Iqbal",56194
"8963","-","-","-","-","-","-","-","v West Indies","Dhaka","5 Dec 2012","ODI # 3311","Tamim Iqbal",56194
"8964","-","-","-","-","-","-","-","v West Indies","Dhaka","7 Dec 2012","ODI # 3312","Tamim Iqbal",56194
"8965","-","-","-","-","-","-","-","v West Indies","Dhaka","8 Dec 2012","ODI # 3313","Tamim Iqbal",56194
"8966","-","-","-","-","-","-","-","v Sri Lanka","Hambantota","23 Mar 2013","ODI # 3349","Tamim Iqbal",56194
"8967","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","3 May 2013","ODI # 3353","Tamim Iqbal",56194
"8968","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","5 May 2013","ODI # 3354","Tamim Iqbal",56194
"8969","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","8 May 2013","ODI # 3355","Tamim Iqbal",56194
"8970","-","-","-","-","-","-","-","v New Zealand","Dhaka","29 Oct 2013","ODI # 3423","Tamim Iqbal",56194
"8971","-","-","-","-","-","-","-","v New Zealand","Dhaka","31 Oct 2013","ODI # 3426","Tamim Iqbal",56194
"8972","-","-","-","-","-","-","-","v India","Dhaka","15 Jun 2014","ODI # 3497","Tamim Iqbal",56194
"8973","-","-","-","-","-","-","-","v India","Dhaka","17 Jun 2014","ODI # 3498","Tamim Iqbal",56194
"8974","-","-","-","-","-","-","-","v India","Dhaka","19 Jun 2014","ODI # 3499","Tamim Iqbal",56194
"8975","-","-","-","-","-","-","-","v West Indies","St George's","20 Aug 2014","ODI # 3509","Tamim Iqbal",56194
"8976","-","-","-","-","-","-","-","v West Indies","St George's","22 Aug 2014","ODI # 3511","Tamim Iqbal",56194
"8977","-","-","-","-","-","-","-","v West Indies","Basseterre","25 Aug 2014","ODI # 3514","Tamim Iqbal",56194
"8978","-","-","-","-","-","-","-","v Zimbabwe","Chattogram","21 Nov 2014","ODI # 3550","Tamim Iqbal",56194
"8979","-","-","-","-","-","-","-","v Zimbabwe","Chattogram","23 Nov 2014","ODI # 3552","Tamim Iqbal",56194
"8980","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","26 Nov 2014","ODI # 3553","Tamim Iqbal",56194
"8981","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","28 Nov 2014","ODI # 3555","Tamim Iqbal",56194
"8982","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","1 Dec 2014","ODI # 3559","Tamim Iqbal",56194
"8983","-","-","-","-","-","-","-","v Afghanistan","Canberra","18 Feb 2015","ODI # 3605","Tamim Iqbal",56194
"8984","-","-","-","-","-","-","-","v Sri Lanka","Melbourne","26 Feb 2015","ODI # 3615","Tamim Iqbal",56194
"8985","-","-","-","-","-","-","-","v Scotland","Nelson","5 Mar 2015","ODI # 3624","Tamim Iqbal",56194
"8986","-","-","-","-","-","-","-","v England","Adelaide","9 Mar 2015","ODI # 3630","Tamim Iqbal",56194
"8987","-","-","-","-","-","-","-","v New Zealand","Hamilton","13 Mar 2015","ODI # 3634","Tamim Iqbal",56194
"8988","-","-","-","-","-","-","-","v India","Melbourne","19 Mar 2015","ODI # 3641","Tamim Iqbal",56194
"8989","-","-","-","-","-","-","-","v Pakistan","Dhaka","17 Apr 2015","ODI # 3647","Tamim Iqbal",56194
"8990","-","-","-","-","-","-","-","v Pakistan","Dhaka","19 Apr 2015","ODI # 3648","Tamim Iqbal",56194
"8991","-","-","-","-","-","-","-","v Pakistan","Dhaka","22 Apr 2015","ODI # 3649","Tamim Iqbal",56194
"8992","-","-","-","-","-","-","-","v India","Dhaka","18 Jun 2015","ODI # 3658","Tamim Iqbal",56194
"8993","-","-","-","-","-","-","-","v India","Dhaka","21 Jun 2015","ODI # 3660","Tamim Iqbal",56194
"8994","-","-","-","-","-","-","-","v India","Dhaka","24 Jun 2015","ODI # 3661","Tamim Iqbal",56194
"8995","-","-","-","-","-","-","-","v South Africa","Dhaka","10 Jul 2015","ODI # 3663","Tamim Iqbal",56194
"8996","-","-","-","-","-","-","-","v South Africa","Dhaka","12 Jul 2015","ODI # 3666","Tamim Iqbal",56194
"8997","-","-","-","-","-","-","-","v South Africa","Chattogram","15 Jul 2015","ODI # 3668","Tamim Iqbal",56194
"8998","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","7 Nov 2015","ODI # 3703","Tamim Iqbal",56194
"8999","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","9 Nov 2015","ODI # 3705","Tamim Iqbal",56194
"9000","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","11 Nov 2015","ODI # 3706","Tamim Iqbal",56194
"9001","-","-","-","-","-","-","-","v Afghanistan","Dhaka","25 Sep 2016","ODI # 3781","Tamim Iqbal",56194
"9002","-","-","-","-","-","-","-","v Afghanistan","Dhaka","28 Sep 2016","ODI # 3783","Tamim Iqbal",56194
"9003","-","-","-","-","-","-","-","v Afghanistan","Dhaka","1 Oct 2016","ODI # 3786","Tamim Iqbal",56194
"9004","-","-","-","-","-","-","-","v England","Dhaka","7 Oct 2016","ODI # 3791","Tamim Iqbal",56194
"9005","-","-","-","-","-","-","-","v England","Dhaka","9 Oct 2016","ODI # 3793","Tamim Iqbal",56194
"9006","-","-","-","-","-","-","-","v England","Chattogram","12 Oct 2016","ODI # 3794","Tamim Iqbal",56194
"9007","-","-","-","-","-","-","-","v New Zealand","Christchurch","26 Dec 2016","ODI # 3814","Tamim Iqbal",56194
"9008","-","-","-","-","-","-","-","v New Zealand","Nelson","29 Dec 2016","ODI # 3815","Tamim Iqbal",56194
"9009","-","-","-","-","-","-","-","v New Zealand","Nelson","31 Dec 2016","ODI # 3816","Tamim Iqbal",56194
"9010","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","25 Mar 2017","ODI # 3855","Tamim Iqbal",56194
"9011","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","28 Mar 2017","ODI # 3856","Tamim Iqbal",56194
"9012","-","-","-","-","-","-","-","v Sri Lanka","Colombo (SSC)","1 Apr 2017","ODI # 3858","Tamim Iqbal",56194
"9013","-","-","-","-","-","-","-","v Ireland","Dublin (Malahide)","12 May 2017","ODI # 3866","Tamim Iqbal",56194
"9014","-","-","-","-","-","-","-","v New Zealand","Dublin","17 May 2017","ODI # 3868","Tamim Iqbal",56194
"9015","-","-","-","-","-","-","-","v Ireland","Dublin (Malahide)","19 May 2017","ODI # 3869","Tamim Iqbal",56194
"9016","-","-","-","-","-","-","-","v New Zealand","Dublin","24 May 2017","ODI # 3871","Tamim Iqbal",56194
"9017","-","-","-","-","-","-","-","v England","The Oval","1 Jun 2017","ODI # 3875","Tamim Iqbal",56194
"9018","-","-","-","-","-","-","-","v Australia","The Oval","5 Jun 2017","ODI # 3879","Tamim Iqbal",56194
"9019","-","-","-","-","-","-","-","v New Zealand","Cardiff","9 Jun 2017","ODI # 3883","Tamim Iqbal",56194
"9020","-","-","-","-","-","-","-","v India","Birmingham","15 Jun 2017","ODI # 3891","Tamim Iqbal",56194
"9021","-","-","-","-","-","-","-","v South Africa","Paarl","18 Oct 2017","ODI # 3925","Tamim Iqbal",56194
"9022","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","15 Jan 2018","ODI # 3952","Tamim Iqbal",56194
"9023","-","-","-","-","-","-","-","v Sri Lanka","Dhaka","19 Jan 2018","ODI # 3959","Tamim Iqbal",56194
"9024","-","-","-","-","-","-","-","v Zimbabwe","Dhaka","23 Jan 2018","ODI # 3964","Tamim Iqbal",56194
"9025","-","-","-","-","-","-","-","v Sri Lanka","Dhaka","25 Jan 2018","ODI # 3965","Tamim Iqbal",56194
"9026","-","-","-","-","-","-","-","v Sri Lanka","Dhaka","27 Jan 2018","ODI # 3967","Tamim Iqbal",56194
"9027","-","-","-","-","-","-","-","v West Indies","Providence","22 Jul 2018","ODI # 4022","Tamim Iqbal",56194
"9028","-","-","-","-","-","-","-","v West Indies","Providence","25 Jul 2018","ODI # 4023","Tamim Iqbal",56194
"9029","-","-","-","-","-","-","-","v West Indies","Basseterre","28 Jul 2018","ODI # 4024","Tamim Iqbal",56194
"9030","-","-","-","-","-","-","-","v Sri Lanka","Dubai (DSC)","15 Sep 2018","ODI # 4036","Tamim Iqbal",56194
"9031","-","-","-","-","-","-","-","v West Indies","Dhaka","9 Dec 2018","ODI # 4071","Tamim Iqbal",56194
"9032","-","-","-","-","-","-","-","v West Indies","Dhaka","11 Dec 2018","ODI # 4072","Tamim Iqbal",56194
"9033","-","-","-","-","-","-","-","v West Indies","Sylhet","14 Dec 2018","ODI # 4073","Tamim Iqbal",56194
"9034","-","-","-","-","-","-","-","v New Zealand","Napier","13 Feb 2019","ODI # 4093","Tamim Iqbal",56194
"9035","-","-","-","-","-","-","-","v New Zealand","Christchurch","16 Feb 2019","ODI # 4094","Tamim Iqbal",56194
"9036","-","-","-","-","-","-","-","v New Zealand","Dunedin","20 Feb 2019","ODI # 4095","Tamim Iqbal",56194
"9037","-","-","-","-","-","-","-","v West Indies","Dublin","7 May 2019","ODI # 4129","Tamim Iqbal",56194
"9038","-","-","-","-","-","-","-","v West Indies","Dublin (Malahide)","13 May 2019","ODI # 4134","Tamim Iqbal",56194
"9039","-","-","-","-","-","-","-","v Ireland","Dublin","15 May 2019","ODI # 4136","Tamim Iqbal",56194
"9040","-","-","-","-","-","-","-","v West Indies","Dublin (Malahide)","17 May 2019","ODI # 4137","Tamim Iqbal",56194
"9041","10.0","0","39","1","3.90","39.00","60.0","v Zimbabwe","Harare","6 Aug 2006","ODI # 2398","Shakib Al Hasan ",56143
